FL16|FL|16|Florida|District 16|639295|87.9|6.0|0.4|1.0|0.0|1.5|3.3|10.1|81.8|5.8|9.4|39408|30.2|10.0|48.8|93.5|1.7|0.0|0.3|25.5|40.3|20.0|29.5|28.0|10.0||||58.3|18.2|0.3|0.2||
FL17|FL|17|Florida|District 17|639296|32.9|56.9|0.3|1.6|0.1|4.7|3.6|21.2|18.4|55.2|33.8|30426|23.3|23.3|46.4|87.4|4.7|0.0|0.3|10.8|38.1|13.5|23.3|29.2|13.7||||39.0|19.5|0.5|0.4||
FL18|FL|18|Florida|District 18|639295|83.9|7.2|0.2|1.0|0.0|3.2|4.4|62.7|29.7|5.7|62.8|32298|27.7|19.3|51.3|83.9|4.2|0.0|0.2|17.9|42.2|25.6|32.3|27.9|10.3||||42.2|16.2|0.6|0.3||
FL19|FL|19|Florida|District 19|639295|86.6|6.3|0.2|2.0|0.1|2.1|2.8|12.7|77.5|6.1|17.1|42237|29.2|7.7|51.0|95.4|2.0|0.0|0.4|29.7|40.8|25.7|34.3|32.8|7.8||||52.1|16.4|0.3|0.3||
FL20|FL|20|Florida|District 20|639295|83.5|8.3|0.3|2.3|0.1|2.7|2.8|20.6|66.9|7.9|26.6|44034|35.7|9.6|52.8|92.0|3.5|0.0|0.2|17.3|48.5|29.6|38.2|31.1|7.9||||45.5|19.1|0.8|0.4||
FL21|FL|21|Florida|District 21|639295|82.1|7.6|0.2|1.8|0.0|3.5|4.8|69.7|21.0|6.5|68.9|41426|31.7|13.0|52.3|91.7|3.7|0.0|0.1|12.8|43.2|22.9|31.2|32.3|13.4||||56.8|27.8|0.4|0.4||
FL22|FL|22|Florida|District 22|639295|90.3|4.0|0.2|1.7|0.0|1.8|2.0|10.7|82.3|3.8|15.0|51200|35.9|7.1|49.7|93.5|2.5|0.0|0.3|20.8|48.4|34.1|39.6|29.7|7.1||||49.0|17.3|0.6|0.3||
FL23|FL|23|Florida|District 23|639295|37.5|52.0|0.3|1.3|0.1|4.9|4.0|13.7|29.4|51.2|23.6|31309|25.8|21.9|52.0|90.4|4.1|0.0|0.3|12.2|41.3|12.8|21.6|26.4|13.5||||38.2|17.7|0.5|0.4||
FL24|FL|24|Florida|District 24|639295|86.2|6.5|0.3|2.1|0.1|2.0|2.8|9.8|80.0|6.3|9.4|43954|36.8|8.7|52.8|87.3|7.8|0.0|1.5|14.7|48.4|25.5|35.5|29.8|9.4||||54.7|22.3|0.3|0.3||
FL25|FL|25|Florida|District 25|639295|76.3|10.8|0.2|1.6|0.0|3.9|7.0|62.4|24.3|10.0|62.1|44489|34.6|13.7|52.2|91.4|3.4|0.0|0.1|8.5|43.2|20.3|29.5|32.2|10.1||||59.8|33.1|0.3|0.4||
GA01|GA|1|Georgia|District 1|629761|72.6|22.7|0.3|0.9|0.1|1.3|2.0|4.1|71.0|22.5|3.5|36158|38.1|14.8|49.5|66.0|19.2|0.0|0.5|10.6|41.3|17.9|28.4|24.9|17.8||||56.8|27.0|0.3|0.2||
GA02|GA|2|Georgia|District 2|629735|51.5|44.8|0.3|0.6|0.1|1.0|1.8|3.5|50.3|44.5|2.9|29354|31.7|22.5|45.9|57.4|25.7|0.0|0.7|12.0|39.8|13.9|25.9|24.3|20.4||||45.8|20.2|0.3|0.3||
GA03|GA|3|Georgia|District 3|629748|57.1|40.0|0.2|0.6|0.0|0.8|1.3|2.6|56.2|39.8|2.3|31433|31.5|19.9|41.6|45.7|32.2|0.0|0.5|12.2|40.1|12.8|25.2|23.7|19.6||||47.4|20.4|0.3|0.3||
GA04|GA|4|Georgia|District 4|629690|35.8|53.5|0.2|4.3|0.1|2.2|3.9|8.5|32.0|53.1|14.2|49307|34.8|10.5|57.0|30.0|68.3|0.0|0.1|7.8|52.3|35.9|38.8|28.5|11.1||||41.1|19.4|0.7|0.6||
GA05|GA|5|Georgia|District 5|629727|37.0|56.1|0.2|2.2|0.0|1.5|2.9|6.1|34.4|55.7|9.1|39725|28.0|19.7|58.7|31.6|66.5|0.0|0.2|8.9|48.8|37.3|41.2|26.9|10.4||||26.8|10.6|1.0|0.4||
GA06|GA|6|Georgia|District 6|629725|85.6|7.0|0.2|4.0|0.0|1.5|1.7|4.5|83.0|6.9|8.2|75611|46.3|3.7|53.8|18.3|79.8|0.0|0.2|6.9|53.7|50.7|50.1|29.6|5.3||||64.4|34.3|0.3|0.3||
GA07|GA|7|Georgia|District 7|629706|85.2|7.1|0.3|3.8|0.0|1.4|2.2|5.4|82.4|6.9|8.2|63455|46.8|4.5|54.0|19.2|72.9|0.0|0.3|6.0|52.4|31.9|39.5|29.6|10.1||||68.8|37.8|0.3|0.3||
GA08|GA|8|Georgia|District 8|629700|84.0|12.6|0.3|1.3|0.0|1.0|0.7|2.1|82.8|12.5|2.6|52406|42.3|6.3|48.5|31.3|51.8|0.0|0.5|9.4|49.3|23.4|33.1|27.6|15.1||||64.6|31.0|0.2|0.3||
GA09|GA|9|Georgia|District 9|629762|82.5|13.7|0.3|1.2|0.1|1.1|1.0|2.6|81.2|13.6|2.8|39987|39.0|11.2|45.0|42.5|28.3|0.0|1.5|12.3|46.6|18.5|28.6|24.9|19.3||||59.6|26.2|0.3|0.3||
GA10|GA|10|Georgia|District 10|629702|89.7|3.4|0.3|0.7|0.1|1.2|4.5|9.4|85.4|3.3|8.4|42037|40.4|10.3|47.8|46.8|29.1|0.0|2.4|10.5|48.6|15.9|25.9|25.5|24.2||||62.1|28.6|0.3|0.3||
GA11|GA|11|Georgia|District 11|629730|64.8|28.5|0.3|1.3|0.1|1.6|3.6|7.2|61.7|28.2|7.7|37582|34.4|13.8|50.1|27.3|57.3|0.0|0.3|11.0|46.3|16.9|26.1|26.2|20.3||||49.1|22.2|0.2|0.3||
GA12|GA|12|Georgia|District 12|629735|53.1|42.6|0.2|1.4|0.1|1.3|1.2|2.9|51.9|42.3|3.5|31108|32.0|21.7|50.6|48.0|42.3|0.0|0.6|10.7|42.2|19.3|28.6|24.9|17.5||||41.5|18.5|0.3|0.3||
GA13|GA|13|Georgia|District 13|629732|47.0|41.1|0.3|5.1|0.1|2.1|4.3|10.2|42.1|40.7|14.0|43429|34.3|11.2|58.1|33.4|61.9|0.0|0.3|6.9|48.5|19.4|26.6|29.3|16.7||||46.8|24.0|0.3|0.3||
HI01|HI|1|Hawaii|District 1|606718|18.8|2.0|0.2|54.3|6.8|16.9|1.0|5.4|17.7|1.9|19.8|50798|33.3|9.7|43.4|52.2|4.4|0.0|0.1|15.2|45.2|28.9|34.0|29.8|8.5||||51.5|22.0|0.3|0.3||
HI02|HI|2|Hawaii|District 2|604819|29.8|1.6|0.4|28.8|11.9|26.0|1.5|9.0|28.0|1.5|9.6|48686|35.0|11.7|43.1|42.9|1.8|0.0|0.2|11.4|43.6|23.1|30.4|26.3|9.3||||55.8|26.2|0.4|0.4||
IA01|IA|1|Iowa|District 1|585302|93.1|3.8|0.2|0.9|0.0|1.2|0.8|2.0|92.1|3.8|2.4|38727|42.5|10.1|41.7|10.5|71.1|0.0|3.0|14.5|49.9|20.0|29.7|25.9|19.6||||54.9|23.8|0.1|0.2||
IA02|IA|2|Iowa|District 2|585241|93.7|2.0|0.2|1.5|0.0|1.2|1.2|2.7|92.4|2.0|3.7|40121|44.7|9.9|46.2|13.3|70.1|0.0|1.0|13.3|52.1|25.0|32.8|25.7|17.9||||52.8|22.9|0.2|0.2||
IA03|IA|3|Iowa|District 3|585305|91.6|3.2|0.4|1.9|0.0|1.3|1.6|3.2|90.1|3.2|4.5|43176|46.4|8.0|46.3|14.9|71.2|0.0|1.6|13.3|52.1|24.6|33.4|28.6|15.3||||54.1|24.3|0.3|0.2||
IA04|IA|4|Iowa|District 4|585305|95.8|0.8|0.2|1.1|0.0|0.8|1.3|2.5|94.7|0.8|3.0|38242|46.1|8.9|41.8|11.0|62.5|0.0|2.7|16.4|50.7|20.4|32.0|24.2|18.0||||56.6|24.2|0.2|0.2||
IA05|IA|5|Iowa|District 5|585171|95.5|0.7|0.5|0.9|0.0|0.9|1.6|3.6|93.7|0.6|3.2|36773|44.0|8.9|39.5|14.2|61.5|0.0|3.0|17.1|49.8|16.1|28.3|25.0|19.7||||57.2|24.3|0.1|0.1||
ID01|ID|1|Idaho|District 1|648774|91.6|0.3|1.4|0.9|0.1|2.0|3.7|6.8|89.0|0.3|4.9|38364|40.8|11.0|51.6|30.7|46.4|0.1|5.7|11.6|46.0|20.3|30.5|25.6|14.7||||60.5|28.0|0.2|0.2||
ID02|ID|2|Idaho|District 2|645179|90.4|0.5|1.4|0.9|0.1|2.0|4.7|8.9|87.1|0.5|6.8|36934|41.3|12.6|49.2|38.3|44.4|0.5|5.0|11.0|46.7|23.1|32.3|25.0|13.7||||57.2|28.3|0.2|0.3||
IL01|IL|1|Illinois|District 1|653647|29.5|65.5|0.2|1.4|0.0|1.4|2.0|4.8|27.3|65.2|5.8|37222|21.8|19.7|38.0|7.9|87.0|0.0|0.7|12.7|38.5|18.7|30.3|31.0|14.0||||34.9|15.2|0.3|0.2||
IL02|IL|2|Illinois|District 2|653647|29.7|62.4|0.2|0.6|0.0|1.8|5.3|10.4|25.6|62.0|8.9|41330|24.8|15.2|37.1|8.0|88.9|0.0|0.3|11.6|40.6|18.1|29.6|30.5|16.3||||41.8|18.9|0.2|0.3||
IL03|IL|3|Illinois|District 3|653647|77.9|5.9|0.3|2.9|0.0|2.7|10.3|21.3|68.2|5.8|25.7|48048|30.7|8.3|37.6|6.9|91.1|0.0|0.2|14.5|45.3|20.5|28.6|29.5|17.6||||51.8|25.2|0.2|0.2||
IL04|IL|4|Illinois|District 4|653647|46.5|4.3|0.7|1.8|0.1|4.5|42.1|74.5|18.4|3.7|64.1|35935|23.3|20.2|47.4|4.6|92.1|0.0|0.3|6.2|38.6|13.6|19.7|23.7|29.5||||46.9|30.7|0.6|0.5||
IL05|IL|5|Illinois|District 5|653647|77.5|2.3|0.3|6.5|0.1|3.5|9.8|23.0|65.9|2.2|36.4|48531|35.2|8.5|49.4|7.4|88.1|0.0|0.6|11.8|53.5|33.9|38.2|26.7|14.1||||40.8|18.8|0.8|0.4||
IL06|IL|6|Illinois|District 6|653647|82.3|2.7|0.2|8.1|0.0|2.0|4.6|12.5|75.3|2.7|20.2|62640|41.4|4.3|42.4|11.8|86.6|0.0|0.2|10.3|52.6|34.6|38.2|31.3|12.9||||59.8|30.2|0.3|0.3||
IL07|IL|7|Illinois|District 7|653647|29.8|62.0|0.2|3.9|0.0|1.5|2.6|5.8|27.3|61.6|9.4|40361|25.6|24.0|45.1|20.8|73.2|0.0|0.8|9.6|40.8|32.1|42.2|28.4|11.9||||28.9|11.6|0.5|0.3||
IL08|IL|8|Illinois|District 8|653647|84.4|3.3|0.2|5.7|0.0|1.8|4.5|10.8|78.8|3.2|14.4|62762|44.0|4.4|46.2|10.4|88.0|0.0|0.2|8.1|52.5|32.1|37.8|29.5|12.9||||60.2|31.9|0.2|0.3||
IL09|IL|9|Illinois|District 9|653647|68.5|10.9|0.3|12.4|0.1|3.3|4.6|11.5|62.5|10.7|33.6|46531|35.0|11.0|47.6|14.7|80.4|0.0|0.8|15.5|49.2|39.6|42.6|27.2|10.9||||43.4|19.1|0.8|0.4||
IL10|IL|10|Illinois|District 10|653647|81.2|5.4|0.2|5.9|0.0|1.7|5.5|12.3|75.2|5.3|20.0|71663|41.5|4.8|43.2|11.6|86.9|0.0|0.2|12.3|48.0|47.5|47.3|28.6|9.4||||63.2|32.1|0.2|0.2||
IL11|IL|11|Illinois|District 11|653647|87.0|7.8|0.2|0.8|0.0|1.3|2.8|6.7|83.7|7.8|5.0|47800|39.1|8.4|43.3|10.3|82.1|0.0|0.7|11.9|48.3|18.5|28.4|26.9|17.8||||56.8|27.1|0.2|0.2||
IL12|IL|12|Illinois|District 12|653647|80.6|16.4|0.3|0.8|0.0|1.2|0.7|1.8|79.7|16.3|1.7|35198|34.4|15.0|42.2|26.3|62.8|0.0|1.0|14.5|43.6|16.8|28.4|26.7|16.7||||49.1|21.1|0.2|0.3||
IL13|IL|13|Illinois|District 13|653647|84.9|5.0|0.1|6.6|0.0|1.5|1.8|5.5|81.6|4.9|10.9|71686|44.4|2.9|45.0|8.0|90.6|0.0|0.1|8.8|51.5|42.4|45.6|29.2|8.8||||64.3|34.5|0.2|0.2||
IL14|IL|14|Illinois|District 14|653647|83.4|4.7|0.3|1.8|0.0|1.9|7.9|18.5|74.0|4.6|15.9|56314|41.4|7.0|46.2|9.3|85.4|0.0|0.7|9.0|49.4|26.3|32.5|27.4|17.6||||60.7|31.8|0.2|0.3||
IL15|IL|15|Illinois|District 15|653647|89.5|5.7|0.2|2.3|0.0|1.2|1.0|2.2|88.5|5.7|3.8|38583|41.9|11.7|45.4|17.0|69.1|0.0|1.1|14.0|48.9|23.2|33.0|24.7|17.7||||52.3|22.3|0.2|0.2||
IL16|IL|16|Illinois|District 16|653647|88.9|5.4|0.2|1.3|0.0|1.4|2.7|6.5|85.7|5.3|5.9|48960|42.2|7.3|43.3|9.6|80.8|0.0|1.5|12.0|49.3|21.1|31.0|26.2|20.2||||58.7|27.6|0.2|0.2||
IL17|IL|17|Illinois|District 17|653647|89.0|7.2|0.2|0.6|0.0|1.3|1.6|3.7|87.3|7.2|2.4|35066|36.9|12.5|41.4|12.8|75.0|0.0|0.7|16.2|46.2|14.7|26.4|25.3|20.2||||50.7|20.2|0.2|0.2||
IL18|IL|18|Illinois|District 18|653647|90.8|6.5|0.2|0.9|0.0|1.0|0.6|1.5|90.0|6.4|1.8|41934|39.7|8.9|41.2|16.5|71.3|0.0|0.6|15.1|48.2|20.7|32.6|26.4|15.9||||55.0|22.7|0.2|0.2||
IL19|IL|19|Illinois|District 19|653647|94.6|3.5|0.2|0.5|0.0|0.8|0.4|1.1|94.0|3.5|0.9|38955|40.3|9.1|38.9|17.9|59.0|0.0|1.0|15.3|47.3|17.1|30.5|24.9|18.0||||57.5|24.6|0.2|0.2||
IN01|IN|1|Indiana|District 1|675562|75.0|18.4|0.3|0.8|0.0|1.7|3.9|10.0|69.8|18.2|7.0|44087|32.1|10.5|39.4|7.9|86.3|0.0|0.8|12.6|45.5|17.1|26.8|26.3|19.2||||52.0|23.2|0.2|0.2||
IN02|IN|2|Indiana|District 2|675766|86.4|8.2|0.3|0.8|0.0|1.7|2.6|5.0|84.4|8.1|4.9|40381|39.0|9.5|43.6|9.8|80.1|0.0|1.6|13.3|47.7|17.2|26.6|24.2|25.2||||52.8|23.0|0.2|0.2||
IN03|IN|3|Indiana|District 3|675457|89.4|5.6|0.3|1.0|0.0|1.4|2.4|4.5|87.6|5.6|6.3|44013|42.1|7.8|45.6|15.8|69.1|0.5|2.1|11.4|50.5|18.4|27.3|24.4|26.6||||56.4|26.4|0.2|0.2||
IN04|IN|4|Indiana|District 4|675617|94.8|1.3|0.2|1.5|0.0|0.9|1.2|2.6|93.6|1.3|3.0|45947|44.2|8.0|48.7|24.9|57.9|0.0|3.2|11.0|50.7|22.1|31.1|25.4|19.2||||58.8|27.1|0.3|0.3||
IN05|IN|5|Indiana|District 5|675577|94.1|2.6|0.3|1.3|0.0|1.0|0.6|1.6|93.2|2.6|2.4|52800|45.8|5.2|46.8|27.9|61.1|0.0|2.6|11.3|51.5|30.6|37.0|26.1|16.5||||60.5|28.3|0.2|0.2||
IN06|IN|6|Indiana|District 6|675669|94.0|3.8|0.2|0.5|0.0|0.9|0.5|1.3|93.4|3.8|1.6|39002|39.5|9.7|41.0|22.3|57.6|0.1|5.3|14.1|47.5|14.7|25.7|24.1|24.8||||56.2|23.4|0.3|0.2||
IN07|IN|7|Indiana|District 7|675674|64.8|29.5|0.3|1.3|0.0|1.8|2.3|4.4|63.0|29.4|4.6|36522|33.5|13.5|53.6|27.5|69.8|0.0|0.8|11.2|48.6|21.2|29.5|28.2|16.8||||37.2|16.3|0.4|0.3||
IN08|IN|8|Indiana|District 8|675564|94.2|3.7|0.2|0.6|0.0|0.9|0.3|0.9|93.7|3.7|1.5|36732|39.2|10.7|42.0|26.1|56.7|0.1|3.3|14.4|47.1|15.9|26.6|25.2|20.7||||54.7|23.2|0.2|0.2||
IN09|IN|9|Indiana|District 9|675599|94.8|2.3|0.2|0.9|0.0|1.0|0.7|1.5|94.0|2.3|2.0|39011|41.2|10.5|44.5|32.1|43.8|0.0|3.7|12.1|49.6|17.3|26.9|23.7|23.9||||54.6|23.8|0.3|0.3||
KS01|KS|1|Kansas|District 1|672091|89.0|2.1|0.5|1.0|0.0|1.7|5.6|10.9|84.5|2.1|8.4|34869|43.9|11.0|43.3|11.4|72.2|0.0|0.3|16.3|48.0|18.0|29.4|23.4|17.8||||57.3|25.4|0.2|0.2||
KS02|KS|2|Kansas|District 2|672102|89.0|5.1|1.3|1.0|0.1|2.1|1.5|3.8|87.3|4.9|2.3|37855|43.7|11.2|48.1|18.8|62.8|0.0|0.2|13.5|48.0|23.2|32.3|25.4|15.3||||54.5|24.2|0.2|0.3||
KS03|KS|3|Kansas|District 3|672124|82.7|8.9|0.7|2.6|0.0|2.0|3.1|6.8|79.6|8.8|6.8|51118|44.1|7.8|50.6|16.5|81.6|0.0|0.0|10.1|52.1|39.1|41.5|28.8|10.2||||53.2|26.0|0.2|0.3||
KS04|KS|4|Kansas|District 4|672101|83.6|6.9|1.2|2.4|0.0|2.6|3.3|6.6|81.0|6.8|5.7|40917|41.6|9.6|48.4|22.2|69.3|0.0|0.1|13.0|47.7|23.0|31.5|25.5|17.0||||53.9|25.0|0.2|0.2||
KY01|KY|1|Kentucky|District 1|673629|90.4|7.3|0.2|0.4|0.1|1.0|0.6|1.5|89.7|7.2|1.6|30360|36.2|16.5|41.8|37.3|38.0|0.2|2.1|14.6|42.4|11.8|24.2|22.5|24.8||||56.5|23.5|0.2|0.2||
KY02|KY|2|Kentucky|District 2|673224|91.4|5.7|0.3|0.7|0.1|1.2|0.7|1.7|90.6|5.7|2.0|35724|39.2|13.3|45.4|38.7|40.1|0.1|2.1|11.5|46.0|13.9|25.2|24.4|23.5||||57.7|25.8|0.2|0.3||
KY03|KY|3|Kentucky|District 3|674032|77.0|19.3|0.2|1.4|0.0|1.4|0.7|1.8|76.0|19.1|3.3|39468|34.6|12.4|46.5|23.3|74.1|0.0|0.5|13.7|48.3|25.3|33.4|28.6|15.4||||44.9|18.8|0.3|0.3||
KY04|KY|4|Kentucky|District 4|673588|95.8|2.3|0.2|0.5|0.0|0.8|0.4|1.1|95.1|2.2|1.2|40150|38.1|11.4|43.3|35.1|43.9|0.2|5.1|11.6|46.8|17.5|29.1|27.0|18.4||||56.7|26.2|0.2|0.3||
KY05|KY|5|Kentucky|District 5|673670|97.6|1.1|0.2|0.3|0.0|0.7|0.1|0.7|97.1|1.1|0.5|21915|27.1|28.1|35.0|57.4|20.3|3.9|5.8|12.4|33.4|9.6|24.5|23.9|20.3||||57.4|25.3|0.2|0.2||
KY06|KY|6|Kentucky|District 6|673626|88.3|8.3|0.2|1.2|0.0|1.2|0.8|2.1|87.1|8.2|3.0|37544|41.1|13.2|52.3|42.2|47.9|0.2|1.4|10.9|49.9|24.6|33.4|25.4|16.7||||51.1|22.3|0.2|0.3||
LA01|LA|1|Louisiana|District 1|638355|82.6|12.9|0.3|1.5|0.0|1.3|1.2|4.7|79.6|12.8|5.3|40948|36.0|12.1|41.2|49.8|45.2|0.0|0.1|12.7|46.7|27.4|37.2|28.2|9.7||||51.9|23.5|0.3|0.3||
LA02|LA|2|Louisiana|District 2|638562|30.2|64.1|0.3|2.7|0.0|1.4|1.2|3.8|28.3|63.7|5.9|27514|24.5|26.8|41.4|39.7|58.4|0.0|0.0|10.3|39.4|19.4|29.2|27.1|12.7||||34.8|15.8|0.6|0.4||
LA03|LA|3|Louisiana|District 3|638322|70.9|24.7|1.6|1.0|0.0|1.1|0.6|2.1|69.7|24.6|7.0|34463|30.0|18.6|34.0|48.3|49.0|0.0|0.1|10.7|40.1|10.8|23.8|26.4|18.9||||55.6|27.0|0.2|0.3||
LA04|LA|4|Louisiana|District 4|638466|63.0|33.5|0.8|0.7|0.1|1.3|0.7|2.0|62.0|33.3|1.8|31085|31.8|20.0|44.1|39.6|48.8|0.0|0.1|13.0|39.4|16.7|27.2|25.4|16.2||||49.0|21.5|0.2|0.3||
LA05|LA|5|Louisiana|District 5|638517|64.1|33.9|0.4|0.5|0.0|0.7|0.4|1.3|63.4|33.7|2.2|27453|31.7|23.6|39.3|41.5|45.2|0.0|0.2|13.2|38.4|15.5|28.0|25.5|15.1||||49.8|22.0|0.2|0.3||
LA06|LA|6|Louisiana|District 6|638324|63.7|33.3|0.2|1.4|0.0|0.8|0.4|1.6|62.7|33.2|3.2|37931|34.2|16.6|45.4|56.0|39.8|0.0|0.2|9.6|45.0|24.1|33.3|28.2|12.5||||49.5|23.7|0.3|0.3||
LA07|LA|7|Louisiana|District 7|638430|72.8|25.0|0.3|0.7|0.0|0.8|0.4|1.4|72.0|24.8|9.2|31453|31.3|19.9|41.2|52.6|41.9|0.0|0.3|11.7|41.1|16.6|28.7|26.1|14.8||||51.7|24.8|0.3|0.3||
MA01|MA|1|Massachusetts|District 1|634479|91.4|1.9|0.2|1.7|0.0|1.7|3.2|6.3|88.8|1.6|8.1|42570|38.8|10.5|40.6|12.9|25.4|0.2|52.5|13.9|49.4|25.4|34.8|24.9|15.1||||49.9|21.9|0.2|0.5||
MA02|MA|2|Massachusetts|District 2|634444|85.6|5.9|0.2|1.3|0.1|1.9|5.0|9.2|82.5|5.5|11.5|44386|37.5|10.8|39.6|14.6|36.4|0.2|43.9|13.7|48.4|23.1|34.2|26.4|15.5||||49.9|22.4|0.2|0.5||
MA03|MA|3|Massachusetts|District 3|634585|88.9|2.8|0.2|3.2|0.0|2.0|2.8|6.0|86.2|2.6|13.3|50223|40.6|9.0|41.6|12.8|47.3|0.1|36.7|12.9|49.2|30.8|39.6|25.9|13.2||||52.9|25.4|0.3|0.3||
MA04|MA|4|Massachusetts|District 4|634624|89.4|2.2|0.2|3.2|0.0|2.2|2.7|3.3|87.9|2.0|14.4|53169|40.8|8.4|39.5|8.1|50.2|0.1|38.0|13.7|49.8|36.9|43.5|24.1|11.9||||52.4|24.7|0.3|0.4||
MA05|MA|5|Massachusetts|District 5|635326|83.5|2.3|0.2|5.3|0.0|2.3|6.4|11.6|79.7|1.7|17.8|56217|39.2|8.9|41.9|8.8|60.1|0.1|28.2|11.0|48.5|33.6|42.5|24.4|13.4||||55.1|28.0|0.2|0.4||
MA06|MA|6|Massachusetts|District 6|636554|91.4|2.2|0.2|2.5|0.0|1.5|2.2|4.4|89.8|1.9|9.5|57826|40.1|6.3|37.6|10.3|39.5|0.1|47.2|14.4|50.6|35.1|42.4|27.3|9.9||||54.3|25.1|0.3|0.3||
MA07|MA|7|Massachusetts|District 7|634287|86.1|3.5|0.2|5.7|0.0|2.3|2.2|4.8|83.5|3.3|17.0|56110|38.5|6.7|41.2|13.0|42.8|0.0|42.0|15.5|52.4|39.5|46.8|26.1|8.1||||48.2|21.1|0.4|0.5||
MA08|MA|8|Massachusetts|District 8|634835|54.8|23.2|0.4|8.2|0.1|4.9|8.4|15.9|48.9|21.9|31.0|39300|27.9|19.9|56.0|20.3|50.9|0.0|23.9|9.4|50.1|39.8|46.9|23.7|8.3||||26.9|11.4|0.9|0.6||
MA09|MA|9|Massachusetts|District 9|634062|81.2|8.5|0.2|3.7|0.0|2.8|3.6|4.6|79.3|8.1|13.4|55407|37.2|7.5|38.1|11.2|47.4|0.1|38.8|14.1|49.8|33.8|41.3|27.7|9.8||||49.1|23.1|0.3|0.4||
MA10|MA|10|Massachusetts|District 10|635901|93.0|1.6|0.3|2.7|0.0|1.4|0.8|1.3|92.2|1.5|5.3|51928|38.1|5.9|38.9|11.7|40.2|0.2|42.6|16.7|49.8|33.5|38.3|28.4|7.9||||52.9|22.3|0.4|0.4||
MD01|MD|1|Maryland|District 1|662062|85.5|11.2|0.2|1.4|0.0|1.1|0.5|1.6|84.7|11.2|2.6|51918|40.2|7.3|40.4|40.3|18.5|0.1|28.4|13.4|49.9|27.3|37.0|26.3|11.5||||59.3|25.6|0.3|0.3||
MD02|MD|2|Maryland|District 2|662060|67.3|27.3|0.3|2.5|0.1|1.8|0.8|2.2|66.3|27.1|4.7|44309|34.4|9.8|45.1|28.7|56.6|0.0|11.9|12.3|48.1|20.3|31.8|29.6|13.2||||45.3|20.2|0.2|0.3||
MD03|MD|3|Maryland|District 3|662062|77.3|16.3|0.3|3.2|0.0|1.8|1.1|2.9|75.7|16.2|7.4|52906|40.4|7.7|45.3|28.5|56.5|0.0|12.8|12.6|50.7|36.5|44.8|26.9|8.5||||47.3|20.7|0.3|0.4||
MD04|MD|4|Maryland|District 4|662062|30.3|57.3|0.3|5.7|0.1|2.7|3.7|7.5|27.6|56.8|13.7|57727|35.3|7.3|46.3|32.8|58.6|0.0|6.9|7.2|50.0|32.7|42.6|28.1|8.1||||46.3|23.8|0.3|0.4||
MD05|MD|5|Maryland|District 5|662060|62.0|30.3|0.4|3.7|0.1|2.2|1.4|3.5|60.4|30.0|6.2|62661|41.7|5.6|46.1|41.7|32.6|0.0|19.9|8.7|51.8|28.7|41.4|26.6|8.1||||55.3|26.9|0.3|0.3||
MD06|MD|6|Maryland|District 6|662060|92.3|4.9|0.2|1.0|0.0|1.0|0.5|1.4|91.5|4.8|1.9|50957|42.2|6.7|39.7|39.0|22.8|0.8|29.2|12.0|49.4|23.7|35.5|26.0|12.1||||60.5|28.2|0.2|0.3||
MD07|MD|7|Maryland|District 7|662060|34.9|59.1|0.2|3.6|0.0|1.5|0.6|1.7|34.2|58.8|4.8|38885|28.7|17.6|43.7|25.7|56.4|0.0|14.2|11.7|42.7|27.5|40.4|26.3|10.2||||35.9|16.0|0.4|0.4||
MD08|MD|8|Maryland|District 8|662060|62.6|16.7|0.3|10.9|0.1|3.6|5.9|13.7|56.1|16.4|27.8|68306|41.9|6.2|48.2|29.2|64.1|0.0|5.2|12.4|51.4|53.7|55.6|21.5|4.8||||52.5|25.6|0.3|0.4||
ME01|ME|1|Maine|District 1|637450|96.8|0.7|0.3|0.9|0.0|1.0|0.2|0.8|96.3|0.6|3.4|42044|43.3|8.6|42.7|4.7|5.5|0.2|78.9|13.9|51.0|27.9|34.7|26.8|13.4||||52.5|22.6|0.3|0.5||
ME02|ME|2|Maine|District 2|637473|97.1|0.4|0.8|0.5|0.0|1.0|0.2|0.7|96.7|0.4|5.0|32600|40.0|13.3|38.2|4.2|1.4|0.1|81.4|14.9|46.9|17.7|28.1|24.9|17.4||||52.5|20.9|0.3|0.3||
MI01|MI|1|Michigan|District 1|662563|94.3|1.1|2.4|0.4|0.0|1.5|0.2|0.9|93.8|1.0|1.5|34076|35.3|11.2|38.5|5.8|51.5|0.0|9.1|17.0|42.2|15.6|26.3|24.4|17.2||||55.6|20.9|0.1|0.2||
MI02|MI|2|Michigan|District 2|662563|89.8|4.5|0.7|1.0|0.0|1.6|2.3|5.2|87.5|4.5|3.6|42589|40.1|8.9|42.8|4.9|67.9|0.0|5.2|12.3|47.7|18.3|27.3|24.0|23.6||||58.6|26.7|0.2|0.2||
MI03|MI|3|Michigan|District 3|662563|84.7|8.1|0.5|1.6|0.1|2.0|2.9|6.2|82.2|7.9|6.2|45936|41.1|8.6|46.2|5.0|81.0|0.0|3.3|10.5|49.5|23.9|30.4|26.3|21.3||||53.8|26.4|0.2|0.3||
MI04|MI|4|Michigan|District 4|662563|94.2|2.1|0.9|0.8|0.0|1.3|0.8|2.4|92.8|2.1|1.8|39020|37.5|10.5|42.2|6.3|59.5|0.0|6.0|13.6|45.7|18.6|28.4|25.1|18.2||||56.5|23.4|0.2|0.2||
